Item,Marca,Precio,Categoria,Web,class_inei,codigo,genero
zapatillas running mujer runita rosado,fratta,65.94,zapatillas deportivas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
polo manga larga niño,sonic,19.9,ropa de niños,falabella,POLO (NIÑO DE 3 A 13),312030158,niño
brasier push up invisible ,generico,17.0,pantys,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
sostén básico mujer,caffarena,109.9,sostenes,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
pijama pima  manga corta,baby loli,114.5,ropa de bebe niño,falabella,CONJUNTITO (MENOR DE 2),312050138,niño
sandalias casuales niño bubblegummers seul  ,bubble gummers,71.92,zapatos niño,falabella,ZAPATOS (MENOR DE 2),321050106,niño
sandalias angelina para dama   ,generico,159.0,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
zapatillas predator club fxg para unisex   0,adidas,221.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,sin genero
faja sudadora compresora unisex talla ,generico,48.9,fajas y modeladores,falabella,NO CLASIFICACIÓN,0,sin genero
zapatillas deportivas outdoor hombre bryan,mountain gear,104.93,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
sandalia glit ,hush puppies,74.5,zapatos,falabella,SANDALIAS (MUJER > 14),321030115,mujer
zapatillas deportivas mujer energen tech 2 ,reebok,174.3,zapatillas deportivas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatillas urbano niño reebok royal prime 20 2v,reebok,134.91,zapatos niño,falabella,ZAPATILLAS (NIÑO DE 3 A 13),321020303,niño
polera con capucha hombre,elenex,98.9,moda hombre,falabella,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
zapatilla future rider play on  87  para mujer,puma,269.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
botas de algodón para mujer  ,blwoens,339.0,botas de mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
pijama de niño diseño ballena,ottoware,38.9,ropa de niños,falabella,NO CLASIFICACIÓN,0,niño
short algodón hombre,denimlab,129.9,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
zapatillas urbanas mujer ,veja,699.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
saco de dormir   coneja   rosada,baby merinos,89.0,ropa de bebe niño,falabella,CONJUNTITO (MENOR DE 2),312050138,niño
zapatillas de fútbol hombre future 7 match tt,puma,349.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapatillas urbanas mujer asses  ,north star,111.93,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
calzon hilo regulable lenceria fina ,generico,25.0,calzones,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
top ml arruche delantero of,denimlab,35.94,moda mujer,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
jeans hombre  slim taper ,levis,164.0,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
sandalia mujer taco 9 2086l 63  dorado,generico,109.0,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
zapatillas urbanas mujer   ,modare,119.94,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
botin mujer trm2046l 40  ,generico,79.0,zapatillas urbanas mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
polo niña manga larga algodón,yamp,39.9,ropa de niñas,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (NIÑA DE 3 A 13)",312040142,niña
zapatilla shuffle  08  para hombre,puma,189.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
gorra trucker clasica musico david gilmour 01,generico,49.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,mujer
botas geelong   camel,nebula,131.94,botas de mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
zapatillas skateboarding  rosado claro para mujer,new athletic,229.0,zapatillas deportivas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
gorra los angeles dodgers mlb 9forty ,new era,129.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,mujer
zapatos casuales hombre ,scalpers,599.0,zapatos,falabella,ZAPATOS (HOMBRE >14),321010121,hombre
zapatillas deportivas mujer jolt night mauve  multicolor,asics,299.9,zapatillas deportivas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
medias calcetines patas de pollo gallina pack x3 pares premium vip,generico,31.0,medias,falabella,CALCETINES (HOMBRE > 14),312010119,mujer
zapatillas deportivas deportivo ii tf    ,adidas,242.7,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,mujer
pantalón palazzo mujer,basement,129.9,moda mujer,falabella,PANTALÓN (MUJER > 14),312020137,mujer
polera hombre lean ,bhevsk,64.99,moda hombre,falabella,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
sandalia mujer spinal qtr strap ,hush puppies,287.2,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
zapatillas urbanas mujer yasmina,call it spring,149.9,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatos mules mujer misshus mica marrón,generico,45.0,sandalias mujeres,falabella,ZAPATOS (MUJER > 14),321030121,mujer
polera hombre  estampado letra,yansus,74.9,moda hombre,falabella,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
zuecos classic clog moss unisex,crocs,229.0,zapatos,falabella,ZAPATOS (HOMBRE >14),321010121,sin genero
zapatillas urbanas mujer cilia mode coquette,puma,249.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
camiseta de licra uv navy kids,m yowie,130.0,ropa de niños,falabella,POLO (NIÑO DE 3 A 13),312030158,niño
zapatillas urbanas hombre dunkirk ,call it spring,169.9,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
set de bisuteria niñas cuenta pulseras,importado mc,129.99,ropa de niñas,falabella,NO CLASIFICACIÓN,0,niña
zapato animal print mujer ,gotta,119.0,zapatos casuales mujer,falabella,ZAPATOS (MUJER > 14),321030121,mujer
zapatillas deportivas hombre xorise300  ,power,132.93,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
gorro casual hombre,springfield,69.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,hombre
polo manga corta   d nuñez   five nights at freddys4 unisex ,generico,34.9,ropa de niños,falabella,POLO (NIÑO DE 3 A 13),312030158,sin genero
polo hombre arch wave og ,billabong,79.2,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
zapatilla morada mujer ,gotta,119.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
calzones hilo de colores vs,generico,25.0,calzones,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
botas giani para dama   marrón,generico,159.0,botas de mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
jogger french terry mujer defne,pionier,139.0,moda mujer,falabella,PANTALÓN (MUJER > 14),312020137,mujer
polo estampado manga corta bebé niño,redwood,9.9,ropa de bebe niño,falabella,BEBECRECE (MENOR DE 2),312050108,niño
polo pima bebé niño bebelú,bebelu,34.0,ropa de bebe niño,falabella,BEBECRECE (MENOR DE 2),312050108,niño
polo hombre termorregulador,mango,77.94,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
vestido largo de satén  moda mujer  regalo,rinoderina,85.9,moda mujer,falabella,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
mocasines y balerinas dama   charol,sthef,129.0,mocasines,falabella,MEDIAS (MUJER > 14),312020131,mujer
medias pantys térmicas efecto piel para mujer en ,importado mc,39.99,medias,falabella,MEDIAS (MUJER > 14),312020131,mujer
conjunto niña franela reactiva,generico,75.9,ropa de niñas,falabella,NO CLASIFICACIÓN,0,niña
zapatilla hombre advantage base 20   ,adidas,185.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
sandalia tabatha ,hush puppies,159.2,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
pantalon clasico denim hombre ,norton,170.1,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
gorra new york yankees mlb 9twenty navy,new era,89.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,mujer
vestido midi camisero con c,sybilla,59.94,moda mujer,falabella,CONJUNTO / VESTIDO DE VESTIR (MUJER > 14),312020118,mujer
camisa slim lino chino jeraous manga corta ,j jeraous,50.0,moda hombre,falabella,CAMISA (HOMBRE > 14),312010124,hombre
abrigo isabella casual de mujer,generico,169.9,moda mujer,falabella,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
par de medias con frase de dobby,generico,29.0,ropa interior y pijamas,falabella,CALCETINES (HOMBRE > 14),312010119,mujer
calzado dama cuero elba ,almudena miliani,380.0,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
polo con volantes de seda para niña kids mashmelo ,kids mashmelo,39.0,ropa de niñas,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,niña
zapatillas vl court base  hombre,adidas,195.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapatillas urbanas hombre t clip set,lacoste,469.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapatos casuales bubblegummers para niña,bubble gummers,109.9,zapatos niña,falabella,ZAPATOS (NIÑA DE 3 A 13),321040118,niña
polo básico para hombre cuello en v ,ottoware,39.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
falda de algodón con pajaritos,red carrot,22.0,ropa de niñas,falabella,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
pantalón algodón mujer ford,fordan jeans,174.0,moda mujer,falabella,PANTALÓN (MUJER > 14),312020137,mujer
polo manga corta d nuñez   incubus unisex ,generico,34.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,sin genero
zapatilla botín urbano hombre  negroh,hawerl,259.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
medias algodón rayas 3 colores infantil niña,lancaster,8.5,ropa de niñas,falabella,NO CLASIFICACIÓN,0,niña
overol overall jean hombre,generico,199.0,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
zapatilla exofit lo clean  para hombre,reebok,265.3,zapatos,falabella,ZAPATOS (HOMBRE >14),321010121,hombre
zapatillas urbanas niño shuffle jr ,puma,179.0,zapatos niño,falabella,ZAPATILLAS (NIÑO DE 3 A 13),321020303,niño
polo manga corta mujer,doo australia,39.9,moda mujer,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
boxer niño algodón,kayser,22.9,ropa de niños,falabella,ROPA INTERIOR (NIÑO DE 3 A 13),312030169,niño
polo moda jersey full lycra mujer gretchen disney,squeeze,69.0,moda mujer,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
pantalon drill hombre ,norton,127.2,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
botines mujeres fch  35 40 sofia,footloose,114.0,botas de mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
chaleco latex esbelt original talla  ,generico,100.0,fajas y modeladores,falabella,NO CLASIFICACIÓN,0,mujer
camisa lima shirt slim fit fil a fil  marino,lima shirt co,110.0,moda hombre,falabella,CAMISA (HOMBRE > 14),312010124,hombre
pantalon  con dinosaurios,red carrot,32.0,ropa de niñas,falabella,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
zapatilla hombre hoops 20   ,adidas,259.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
cinturon trenzado vintage para mujer 100cm multicolor,generico,45.0,correas,falabella,NO CLASIFICACIÓN,0,mujer
zapatillas seguridad hombre ,shandian,259.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapatillas grand court lifestyle ,adidas,219.9,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatillas casuales con plataforma para mujer ling,north star,118.93,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
pijama 4 piezas bebé niño algodón carters,carter's,119.9,ropa de bebe niño,falabella,CONJUNTITO (MENOR DE 2),312050138,niño
pantalón chalis para dama,generico,39.9,moda mujer,falabella,PANTALÓN (MUJER > 14),312020137,mujer
polo clasico banda de rock soundgarden 03,generico,64.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
pegatina elegante de chica en tono nude yligas de regalo,generico,56.7,sostenes,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
polera tricolor unisex   dj modas,generico,51.9,moda hombre,falabella,POLERA / SUDADERA (HOMBRE > 14),312010158,sin genero
botines mujeres fm  35 39 eliana,footloose,142.5,botines mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
enterizo rayas azules rikury,rikuriy,89.0,ropa de bebe niño,falabella,BEBECRECE (MENOR DE 2),312050108,niño
sandalias para fiesta mujer  ,impuls,84.9,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
zapatillas casuales hombre zap hom wesley sun tan lea marrón,clarks,249.9,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
camiseta de manga corta de verano para mujeres   ,blwoens,209.0,moda mujer,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
gorro hombre,doo australia,49.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,hombre
faja moldeadora de control fupa  ,generico,15.0,fajas y modeladores,falabella,NO CLASIFICACIÓN,0,mujer
zapatos de vestir mujer annodar110,aldo,249.9,zapatos formales mujer,falabella,ZAPATOS (MUJER > 14),321030121,mujer
zapatillas urbanas mujer club c extra ,reebok,279.2,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
polo animado rugrats,generico,45.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
media sport tobillera unisex para niños   algodón   pack x3,sydney,39.0,ropa de niños,falabella,NO CLASIFICACIÓN,0,niño
zapatillas copa pure 2 club tf unisex ,adidas,238.0,zapatillas deportivas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,sin genero
vestidos casual de mujer,blwoens,99.0,moda mujer,falabella,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
sandalias leni para dama   ,generico,119.0,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
polo manga corta guns n roses,generico,49.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
zapatillas lifestyle   hombre,new athletic,195.7,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
sandalias natacion hombre popcat 20,puma,99.9,zapatos,falabella,ZAPATOS (HOMBRE >14),321010121,hombre
polera niño  algodón never stop rolling ,le petit company,49.0,ropa de niñas,falabella,"CASACA, CHAQUETA, GUERRERA (NIÑA DE 3 A 13)",312040116,niño
polera algodón mujer,koning,49.9,moda mujer,falabella,CHOMPA / SUÉTER (MUJER > 14),312020117,mujer
pantalón algodón mujer,basement,129.9,moda mujer,falabella,PANTALÓN (MUJER > 14),312020137,mujer
zapatilla rebound v6  01 hombre,puma,278.7,zapatos,falabella,ZAPATILLAS (MUJER > 14),321030303,hombre
camisa  casual regular fit,generico,136.05,moda hombre,falabella,CAMISA (HOMBRE > 14),312010124,hombre
zapatilla mujer bobs squad waves  blk,skechers,259.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
falda larga  algodón mujer,mango,169.9,moda mujer,falabella,PANTALÓN CORTO (MUJER > 14),312020136,mujer
shorts playero para hombre,tenki,39.0,moda hombre,falabella,PANTALÓN CORTO (HOMBRE > 14),312010153,hombre
gorro los angeles lakers nba 9forty ,new era,129.9,gorros y sombreros,falabella,NO CLASIFICACIÓN,0,mujer
zapatilla con luces niño,mickey mouse,151.0,zapatos niño,falabella,ZAPATILLAS (HOMBRE >14),321010303,niño
slingback bicolor de cuero,white,299.0,sandalias mujeres,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatillas running hombre modelo taichi 10 plus,peak,349.9,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapato mujer alberta ,mango,249.9,zapatos casuales mujer,falabella,ZAPATOS (MUJER > 14),321030121,mujer
sandalias mujer coralina,aldo,179.9,sandalias mujeres,falabella,SANDALIAS (MUJER > 14),321030115,mujer
camisa yaquar jeraous manga corta perla,j jeraous,50.0,moda hombre,falabella,CAMISA (HOMBRE > 14),312010124,hombre
polo niño manga corta among us navideño,generico,32.0,ropa de niños,falabella,POLO (NIÑO DE 3 A 13),312030158,niño
mocasin aytos     camel,nebula,89.94,mocasines,falabella,ZAPATOS (HOMBRE >14),321010121,mujer
calzon,leonisa,69.9,calzones,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
ballerinas francis ,magdalena shoes,89.0,sandalias mujeres,falabella,ZAPATOS (MUJER > 14),321030121,mujer
bota con diseño urbano y suela de goma 2035l 55  camel,generico,109.0,botas de mujer,falabella,BOTAS (MUJER > 14),321030106,mujer
saco abrigo para mujer elegante,generico,105.0,moda mujer,falabella,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
zapato mocasín casual le   cuero,viale,209.9,mocasines,falabella,ZAPATOS (HOMBRE >14),321010121,mujer
pack x3 trusa clásica ,sweet cotton,34.9,calzones,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
zapatilla karmen rebelle mid  01 para mujer,puma,370.7,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatillas urbanas hombre grand court alpha ,adidas,279.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
polera sin capucha viva perú,generico,85.0,moda mujer,falabella,CHOMPA / SUÉTER (MUJER > 14),312020117,mujer
zapatillas running ultra vogue sport para hombre,ultralon,194.9,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
pantalón cargo algodón hombre,superdry,209.93,moda hombre,falabella,PANTALÓN (HOMBRE > 14),312010154,hombre
zapatilla mujer casual taco 5 escarchado 2046l 50  ,generico,79.0,zapatillas urbanas mujer,falabella,ZAPATILLAS (MUJER > 14),321030303,mujer
bucket hat safari  54cm gorro para niño de 4 a 6 años,kast pe,49.9,ropa de niños,falabella,NO CLASIFICACIÓN,0,niño
medias bambu sin costura,generico,15.9,medias,falabella,MEDIAS (MUJER > 14),312020131,mujer
zapatillas lifestyle chunky131  hombre,new athletic,195.7,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,hombre
zapatillas football cronos112  con  juvenil,new athletic,219.0,zapatos,falabella,ZAPATILLAS (HOMBRE >14),321010303,mujer
jumper short en jeans,tais princess,75.0,ropa de niñas,falabella,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
polo manga larga hombre bale,tapout,69.9,moda hombre,falabella,POLO (HOMBRE > 14),312010160,hombre
pantalon bebe jogger   french terry   ,generico,33.9,ropa de bebe niño,falabella,PANTALÓN (MENOR DE 2),312050152,bebe
panti de malla negra para damas   talla estándar,generico,49.0,pantys,falabella,ROPA INTERIOR (MUJER > 14),312020172,mujer
blusa women summer heat multicolor,billabong,103.2,moda mujer,falabella,BLUSA (MUJER > 14),312020106,mujer
corrector de juanete par ,generico,60.0,fajas y modeladores,falabella,NO CLASIFICACIÓN,0,mujer
camiseta perú cuello redondo para hombre basica jersey,velez,79.5,moda hombre,falabella,CAMISA (HOMBRE > 14),312010124,hombre
pantalón buzo niño   ,pillin,59.0,ropa de niños,falabella,PANTALÓN (NIÑO DE 3 A 13),312030150,niño
zapato mocasín de cuero para hombre  ,conters,211.6,zapatos,falabella,ZAPATOS (HOMBRE >14),321010121,hombre
casaca de mujer modelo americana   azulino,new york stars,69.9,moda mujer,falabella,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
zapatillas urbanas niño ,bruno kids,149.9,zapatos niño,falabella,ZAPATILLAS (NIÑO DE 3 A 13),321020303,niño
zapatillas urbanas niño shuffle jr ,puma,179.0,zapatos niño,falabella,ZAPATILLAS (NIÑO DE 3 A 13),321020303,niño
pack x3 trusa deportivas multicolor 2,john holden,49.9,ropa interior y pijamas,falabella,ROPA INTERIOR (HOMBRE > 14),312010171,mujer
bvd rib cut out mujer,redwood,29.9,moda mujer,falabella,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
